id,bookName,bookingSystem,region,cutTime,status,bookType,internalRiskControlFramework,fxTreatment,riskRelevant,pnlRelevant,description,bookOwnerId,costCenter,costCenterType,subDeskId,subdesk,subDeskType,deskId,deskCode,desk,deskRegion,deskCity,functionId,function,functionCat,segmentId,segment,areaId,area,groupId,group
910,HPLH,MX,US,NewYork,Open,Prod,MarketRisk,,Valid,NotValid,a internal quantititve industry capital trading mammoth mammoth relative ,596358,183,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
911,PCQQ,Calypso,APAC,HongKong,Open,Test,MarketRisk,NA,Valid,Valid,book the a quantititve capital industry the a making exotic making quantititve the ,899368,183,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
912,DZKD,MX,APAC,London,Closed,Prod,CreditRisk,Other,Valid,Valid,market making trading the mammoth the ,756233,183,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
913,JJAM,Aladdin,US,London,Closed,Prod,MarketRisk,Other,Valid,Valid,,631486,183,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
914,BTCX,BBG,US,London,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,trading quantititve mammoth the a market ,647077,183,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
915,ZOOJ,SwapsWire,EMEA,HongKong,Open,Prod,CreditRisk,DailySellDown,Valid,Valid,,222236,184,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
916,KHQC,Calypso,APAC,Tokyo,Closed,Prod,MarketRisk,DailySellDown,Valid,Valid,price industry mammoth relative of of for ,241128,184,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
917,WAJO,MX,APAC,London,Open,Prod,MarketRisk,NA,Valid,Valid,,453301,184,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
918,LQGZ,MySys,APAC,Tokyo,Open,NonProd,MarketRisk,,Valid,Valid,,268057,184,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
919,XBXA,MX,APAC,London,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,,153347,184,costCentre_Y,92,QVQFML,RiskManagement,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
920,VFGS,SwapsWire,US,Tokyo,Closed,Prod,NA,MonthlySellDown,Valid,Valid,internal price capital relative book trading market exotic capital capital a exotic ,519220,185,costCentre_C,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
921,BZEV,ION,APAC,Tokyo,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,quantititve the capital market relative ,535532,185,costCentre_C,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
922,CVIZ,MX,APAC,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,quantititve internal outside capital trading industry book relative ,287941,185,costCentre_C,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
923,GEOM,Aladdin,APAC,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,value relative the for of of of relative trading industry a price ,674783,185,costCentre_C,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
924,RBEE,MX,APAC,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,,588140,185,costCentre_C,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
925,YVQJ,Calypso,US,HongKong,Open,Prod,NA,DailySellDown,NotValid,Valid,book the the the value trading book capital of mammoth making ,303581,186,costCentre_A,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
926,ARJP,Calypso,APAC,HongKong,Open,Prod,NA,NA,NotValid,Valid,exotic market relative the internal exotic industry quantititve mammoth internal price of a for exotic making book quantititve ,781146,186,costCentre_A,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
927,NFPH,MX,APAC,NewYork,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,a value the of trading mammoth relative internal book value book making ,240728,186,costCentre_A,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
928,NGXQ,ION,US,Tokyo,Open,Prod,CreditRisk,MonthlySellDown,NotValid,Valid,for relative industry quantititve for value of mammoth price capital ,313371,186,costCentre_A,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
929,AQDY,Anvil,US,Tokyo,Open,Prod,CreditRisk,Other,Valid,Valid,the mammoth price exotic trading the exotic of quantititve ,709114,186,costCentre_A,93,BFPIOG,RiskManagement,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
930,BSBF,Calypso,US,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,internal internal book quantititve book mammoth price a exotic for mammoth relative trading price relative outside exotic making ,917577,187,costCentre_B,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
931,HAEM,BBG,APAC,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,the of market price for capital capital for trading mammoth value mammoth exotic market of the of making trading ,781615,187,costCentre_B,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
932,JSRG,MX,US,HongKong,Open,Prod,MarketRisk,NA,Valid,Valid,of value mammoth capital price exotic ,995867,187,costCentre_B,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
933,COTP,SwapsWire,US,HongKong,Closed,Prod,CreditRisk,MonthlySellDown,Valid,NotValid,,659838,187,costCentre_B,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
934,GYOZ,MX,APAC,London,Open,NonProd,MarketRisk,Other,Valid,NotValid,trading internal value internal trading outside outside of book exotic internal a relative trading market of ,350901,187,costCentre_B,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
935,XKKY,MX,APAC,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,mammoth value a trading exotic of outside book exotic the ,711205,188,costCentre_Y,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
936,DAZC,Calypso,EMEA,NewYork,Open,Prod,MarketRisk,,Valid,Valid,,123483,188,costCentre_Y,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
937,SZQN,Calypso,US,HongKong,Open,Prod,CreditRisk,Other,NotValid,Valid,value for price price value market industry exotic outside capital relative mammoth relative of outside making value relative mammoth ,473472,188,costCentre_Y,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
938,SVOI,Anvil,US,London,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,industry value exotic internal capital price exotic value making market the relative book a book relative outside of ,771803,188,costCentre_Y,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
939,CPRZ,MX,EMEA,London,Open,Prod,MarketRisk,NA,NotValid,Valid,quantititve a of market capital exotic of relative market price the trading making the industry internal capital trading market ,940182,188,costCentre_Y,94,JAREWO,Strategic,47,CBRRBE,AUS STRUCTURED METALS TRADING,US,Krakow,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
940,KIET,MX,EMEA,London,Open,NonProd,MarketRisk,Other,Valid,Valid,for relative book making the capital industry trading book quantititve for outside internal trading internal the market ,578778,189,costCentre_A,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
941,AEEK,MySys,US,Tokyo,Open,Test,MarketRisk,MonthlySellDown,Valid,Valid,internal book market of price ,119495,189,costCentre_A,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
942,VVGZ,MX,US,HongKong,Closed,Prod,MarketRisk,NA,Valid,Valid,the mammoth the market exotic value ,879695,189,costCentre_A,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
943,LXIU,MX,US,HongKong,Open,Prod,CreditRisk,NA,Valid,NotValid,price capital value a relative ,802321,189,costCentre_A,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
944,UNSY,LoanIQ,US,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,outside exotic a of market ,301137,189,costCentre_A,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
945,LQJZ,BBG,US,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,internal exotic outside a capital outside the industry outside market value capital a ,540282,190,costCentre_C,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
946,VIHL,Calypso,US,HongKong,Open,Test,MarketRisk,,Valid,Valid,,812742,190,costCentre_C,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
947,RIVQ,MX,US,London,Open,Prod,MarketRisk,Other,Valid,NotValid,internal making relative trading internal mammoth value price making value mammoth ,559434,190,costCentre_C,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
948,DWJG,Calypso,EMEA,Tokyo,Open,NonProd,MarketRisk,DailySellDown,NotValid,Valid,quantititve a quantititve the internal making outside book outside price price capital internal mammoth mammoth value capital the internal internal ,608334,190,costCentre_C,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
949,UIKI,LoanIQ,APAC,London,Open,Prod,NA,DailySellDown,Valid,NotValid,internal internal quantititve market outside trading for book for mammoth internal book internal book ,770227,190,costCentre_C,95,MBIOHO,Misc,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
950,QADR,MX,APAC,NewYork,Open,NonProd,CreditRisk,MonthlySellDown,NotValid,Valid,exotic price mammoth value capital for capital ,172923,191,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
951,SIFJ,MX,EMEA,London,Open,NonProd,CreditRisk,DailySellDown,Valid,NotValid,,858234,191,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
952,REVK,MySys,US,NewYork,Open,Prod,NA,,NotValid,Valid,a outside internal value value capital ,460027,191,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
953,EPGI,MX,US,Tokyo,Closed,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,188909,191,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
954,WTLA,SwapsWire,EMEA,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,,819330,191,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
955,GEJL,BBG,EMEA,Tokyo,Closed,NonProd,NA,MonthlySellDown,Valid,Valid,value market mammoth mammoth exotic book outside outside trading internal making for ,287795,192,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
956,YOSB,LoanIQ,APAC,Tokyo,Open,Prod,NA,DailySellDown,NotValid,Valid,book of mammoth trading ,353421,192,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
957,EIWJ,MX,US,London,Open,Test,CreditRisk,DailySellDown,Valid,Valid,book trading value outside market for value quantititve outside exotic ,533514,192,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
958,NPIZ,Aladdin,US,NewYork,Open,Prod,CreditRisk,DailySellDown,Valid,Valid,of making mammoth outside for a industry ,918421,192,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
959,BIMB,MX,APAC,HongKong,Open,Prod,NA,Other,Valid,Valid,value quantititve exotic capital outside book outside value capital price a industry ,885966,192,costCentre_G,96,TXHEOC,Strategic,48,YTYGNU,UK FLOW ALGO STRATEGIC,TK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
960,JRWX,ION,APAC,London,Open,Prod,NA,Other,Valid,Valid,capital making trading quantititve relative trading value a industry internal quantititve a ,621353,193,costCentre_Y,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
961,UUJN,LoanIQ,US,Tokyo,Open,Prod,CreditRisk,NA,Valid,Valid,,680238,193,costCentre_Y,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
962,CUUM,Aladdin,EMEA,HongKong,Open,Test,MarketRisk,NA,Valid,Valid,,823252,193,costCentre_Y,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
963,BZII,MX,EMEA,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,,959660,193,costCentre_Y,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
964,ENRT,Calypso,EMEA,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,,761732,193,costCentre_Y,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
965,SGJT,BBG,APAC,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,outside mammoth book quantititve ,356668,194,costCentre_A,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
966,HADP,Aladdin,APAC,HongKong,Open,Test,MarketRisk,NA,NotValid,NotValid,capital value relative book price the capital the outside price a market exotic industry ,512861,194,costCentre_A,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
967,ZDZT,Calypso,APAC,London,Open,NonProd,MarketRisk,MonthlySellDown,Valid,Valid,industry quantititve book of internal capital book industry price exotic exotic industry relative for of exotic for quantititve outside making ,842060,194,costCentre_A,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
968,EKXL,BBG,APAC,HongKong,Open,Prod,CreditRisk,DailySellDown,Valid,NotValid,exotic outside making value value market internal mammoth market mammoth for capital a making quantititve relative capital outside ,312548,194,costCentre_A,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
969,AGFY,Calypso,EMEA,Tokyo,Closed,Prod,MarketRisk,,Valid,NotValid,value internal internal capital the ,877608,194,costCentre_A,97,YLWKMM,Hedging,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
970,PKJI,BBG,APAC,NewYork,Open,Prod,MarketRisk,DailySellDown,NotValid,Valid,internal market quantititve of for making trading for of outside outside value ,695999,195,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
971,GQHF,Anvil,APAC,NewYork,Open,NonProd,MarketRisk,MonthlySellDown,Valid,Valid,quantititve book exotic industry a value outside quantititve the capital industry a price ,840802,195,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
972,RPPI,MySys,APAC,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,550644,195,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
973,PAWG,Aladdin,EMEA,HongKong,Open,NonProd,MarketRisk,,NotValid,Valid,,662221,195,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
974,DZZA,Calypso,APAC,London,Open,NonProd,MarketRisk,NA,Valid,NotValid,trading for relative relative for market value a quantititve market making internal ,391763,195,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
975,BKWU,MX,US,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,internal the mammoth value ,858526,196,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
976,JQIZ,SwapsWire,APAC,HongKong,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,relative for internal value trading exotic value value a the a capital price market quantititve making market mammoth relative value ,407136,196,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
977,ETEJ,Anvil,APAC,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,industry a the outside exotic quantititve market for market ,384485,196,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
978,XXYQ,ION,APAC,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,internal for making outside internal trading of value internal outside for industry book value making a making industry ,649315,196,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
979,NDHT,MX,APAC,NewYork,Open,Prod,CreditRisk,Other,Valid,Valid,making outside of market book the for capital quantititve quantititve relative ,142411,196,costCentre_G,98,TXHCZH,RiskManagement,49,RGKXTT,SCANDI EXOTIC SECURITIES STRATEGIC,UK,Paris,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
980,IVGF,MySys,US,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,internal for industry exotic for book for the outside ,236259,197,costCentre_A,99,WUCJYR,MarketMaking,50,JJAUTU,US CASH FX STRATEGIC,UK,New York,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
981,RALO,MX,US,Tokyo,Open,Prod,MarketRisk,Other,NotValid,Valid,,884810,197,costCentre_A,99,WUCJYR,MarketMaking,50,JJAUTU,US CASH FX STRATEGIC,UK,New York,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
982,NBZO,SwapsWire,APAC,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,of a relative the price book the outside book book mammoth price market making a mammoth a capital ,793853,197,costCentre_A,99,WUCJYR,MarketMaking,50,JJAUTU,US CASH FX STRATEGIC,UK,New York,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
983,LLIX,MX,EMEA,HongKong,Open,Test,MarketRisk,,Valid,NotValid,price for a exotic price a price mammoth value relative outside book quantititve outside industry trading ,202294,197,costCentre_A,99,WUCJYR,MarketMaking,50,JJAUTU,US CASH FX STRATEGIC,UK,New York,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
984,CSKW,MySys,APAC,London,Closed,Prod,MarketRisk,Other,Valid,Valid,relative market a capital quantititve mammoth trading value internal book industry exotic exotic value internal the quantititve market trading ,587590,197,costCentre_A,99,WUCJYR,MarketMaking,50,JJAUTU,US CASH FX STRATEGIC,UK,New York,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
985,NUCV,MySys,EMEA,Tokyo,Closed,NonProd,NA,DailySellDown,Valid,Valid,industry price a book internal market a ,559279,198,costCentre_B,99,WUCJYR,MarketMaking,50,JJAUTU,US CASH FX STRATEGIC,UK,New York,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
986,UXZO,MX,US,HongKong,Closed,Prod,MarketRisk,NA,NotValid,Valid,,198156,198,costCentre_B,99,WUCJYR,MarketMaking,50,JJAUTU,US CASH FX STRATEGIC,UK,New York,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
